subject,block,item,list,subexpt,integ,related,n2num,preamble,maincode,dysfluency,err,errd,unin,unind,misc,corr,corrd,noresp
100,84,8,4,SemRel,integ,rel,plur,The fortress with the ancient walls,E,,1,1,0,0,0,0,0,0
110,86,20,6,SemRel,unint,unrel,plur,The hydrant near the bright reflectors,E,,1,1,0,0,0,0,0,0
114,54,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,E,,1,1,0,0,0,0,0,0
117,66,22,5,SemRel,unint,rel,plur,The trainer near the confident boxers,E,,1,1,0,0,0,0,0,0
119,51,11,7,SemRel,integ,unrel,plur,The banana for the popular sandwiches,E,,1,1,0,0,0,0,0,0
122,33,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,E,,1,1,0,0,0,0,0,0
123,13,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,E,,1,1,0,0,0,0,0,0
123,51,16,3,SemRel,unint,rel,plur,The eraser near the novelty pencils,E,,1,1,0,0,0,0,0,0
123,72,10,3,SemRel,unint,unrel,plur,The vase near the vibrant covers,E,,1,1,0,0,0,0,0,0
127,95,4,7,SemRel,unint,rel,plur,The coach near the disciplined athletes,E,,1,1,0,0,0,0,0,0
128,68,1,8,SemRel,unint,unrel,plur,The envelope by the photo albums,E,,1,1,0,0,0,0,0,0
128,78,20,8,SemRel,integ,rel,plur,The hydrant with the bent hoses,E,,1,1,0,0,0,0,0,0
128,82,3,8,SemRel,unint,unrel,plur,The hammer by the rigid pegs,E,,1,1,0,0,0,0,0,0
128,93,13,8,SemRel,integ,unrel,plur,The bicycle with the warped baskets,E,,1,1,0,0,0,0,0,0
129,9,5,1,SemRel,unint,unrel,plur,The tent near the sturdy cushions,E,,1,1,0,0,0,0,0,0
133,11,11,5,SemRel,integ,rel,plur,The banana for the popular sundaes,E,,1,1,0,0,0,0,0,0
133,80,16,5,SemRel,unint,unrel,plur,The eraser near the novelty pens,E,,1,1,0,0,0,0,0,0
135,38,16,7,SemRel,integ,rel,plur,The eraser for the novelty pencils,E,,1,1,0,0,0,0,0,0
136,48,13,8,SemRel,integ,unrel,plur,The bicycle with the warped baskets,E,,1,1,0,0,0,0,0,0
137,38,12,1,SemRel,unint,rel,plur,The bodyguard near the nervous actresses,E,,1,1,0,0,0,0,0,0
137,70,24,1,SemRel,integ,rel,plur,The camera with the special lenses,E,,1,1,0,0,0,0,0,0
142,79,1,6,SemRel,unint,rel,plur,The envelope by the formal letters,E,,1,1,0,0,0,0,0,0
143,2,15,7,SemRel,integ,unrel,sing,The church with the giant driveway,E,,1,1,0,0,0,0,0,0
147,78,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,E,,1,1,0,0,0,0,0,0
149,3,11,5,SemRel,integ,rel,plur,The banana for the popular sundaes,E,,1,1,0,0,0,0,0,0
149,23,12,5,SemRel,integ,rel,plur,The bodyguard for the nervous actresses,E,,1,1,0,0,0,0,0,0
150,76,2,6,SemRel,unint,rel,plur,The cake by the colored candles,E,,1,1,0,0,0,0,0,0
150,84,3,6,SemRel,unint,rel,plur,The hammer by the rusty nails,E,,1,1,0,0,0,0,0,0
150,88,1,6,SemRel,unint,rel,plur,The envelope by the formal letters,E,,1,1,0,0,0,0,0,0
154,83,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,E,,1,1,0,0,0,0,0,0
161,30,11,1,SemRel,unint,rel,plur,The banana near the popular sundaes,E,,1,1,0,0,0,0,0,0
162,24,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,E,,1,1,0,0,0,0,0,0
177,18,16,1,SemRel,integ,unrel,plur,The eraser for the novelty pens,E,,1,1,0,0,0,0,0,0
177,49,11,1,SemRel,unint,rel,plur,The banana near the popular sundaes,E,,1,1,0,0,0,0,0,0
177,71,24,1,SemRel,integ,rel,plur,The camera with the special lenses,E,,1,1,0,0,0,0,0,0
178,68,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,E,,1,1,0,0,0,0,0,0
187,10,18,3,SemRel,unint,rel,plur,The table by the antique chairs,E,,1,1,0,0,0,0,0,0
188,45,9,4,SemRel,integ,rel,plur,The butler for the selfish millionaires,E,,1,1,0,0,0,0,0,0
190,41,1,6,SemRel,unint,rel,plur,The envelope by the formal letters,E,,1,1,0,0,0,0,0,0
194,88,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,E,,1,1,0,0,0,0,0,0
197,92,11,5,SemRel,integ,rel,plur,The banana for the popular sundaes,E,,1,1,0,0,0,0,0,0
200,4,13,8,SemRel,integ,unrel,plur,The bicycle with the warped baskets,E,,1,1,0,0,0,0,0,0
200,22,15,8,SemRel,integ,unrel,plur,The church with the giant driveways,E,,1,1,0,0,0,0,0,0
201,84,22,1,SemRel,integ,rel,plur,The trainer for the confident boxers,E,,1,1,0,0,0,0,0,0
203,45,24,3,SemRel,integ,unrel,plur,The camera with the special manuals,E,,1,1,0,0,0,0,0,0
204,84,13,4,SemRel,unint,unrel,plur,The bicycle by the warped baskets,E,,1,1,0,0,0,0,0,0
206,28,1,6,SemRel,unint,rel,plur,The envelope by the formal letters,E,,1,1,0,0,0,0,0,0
210,90,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,E,,1,1,0,0,0,0,0,0
215,8,16,7,SemRel,integ,rel,plur,The eraser for the novelty pencils,E,,1,1,0,0,0,0,0,0
223,19,18,7,SemRel,integ,rel,plur,The table for the antique chairs,E,,1,1,0,0,0,0,0,0
223,28,16,7,SemRel,integ,rel,plur,The eraser for the novelty pencils,E,,1,1,0,0,0,0,0,0
223,57,11,7,SemRel,integ,unrel,plur,The banana for the popular sandwiches,E,,1,1,0,0,0,0,0,0
223,66,6,7,SemRel,unint,rel,plur,The dam by the murky rivers,E,,1,1,0,0,0,0,0,0
225,62,16,1,SemRel,integ,unrel,plur,The eraser for the novelty pens,E,,1,1,0,0,0,0,0,0
226,27,3,2,SemRel,integ,rel,plur,The hammer for the rusty nails,E,,1,1,0,0,0,0,0,0
226,73,2,2,SemRel,integ,rel,plur,The cake with the colored candles,E,,1,1,0,0,0,0,0,0
230,2,1,6,SemRel,unint,rel,plur,The envelope by the formal letters,E,,1,1,0,0,0,0,0,0
233,14,11,1,SemRel,unint,rel,plur,The banana near the popular sundaes,E,,1,1,0,0,0,0,0,0
237,65,23,5,SemRel,unint,rel,plur,The canoe near the weathered oars,E,,1,1,0,0,0,0,0,0
242,37,8,2,SemRel,unint,unrel,plur,The fortress near the ancient farms,E,,1,1,0,0,0,0,0,0
242,52,2,2,SemRel,integ,rel,plur,The cake with the colored candles,E,,1,1,0,0,0,0,0,0
242,72,3,2,SemRel,integ,rel,plur,The hammer for the rusty nails,E,,1,1,0,0,0,0,0,0
242,81,19,2,SemRel,integ,unrel,plur,The resort with the elaborate gardens,E,,1,1,0,0,0,0,0,0
243,47,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,E,,1,1,0,0,0,0,0,0
1,70,1,1,SemRel,integ,rel,sing,The envelope for the formal letter,C,D,0,0,0,0,0,0,1,0
1,96,5,1,SemRel,unint,unrel,plur,The tent near the sturdy cushions,C,D,0,0,0,0,0,0,1,0
2,8,2,2,SemRel,integ,rel,plur,The cake with the colored candles,C,D,0,0,0,0,0,0,1,0
2,54,8,2,SemRel,unint,unrel,plur,The fortress near the ancient farms,C,D,0,0,0,0,0,0,1,0
2,66,3,2,SemRel,integ,rel,plur,The hammer for the rusty nails,C,D,0,0,0,0,0,0,1,0
2,75,16,2,SemRel,unint,rel,sing,The eraser near the novelty pencil,C,D,0,0,0,0,0,0,1,0
2,78,10,2,SemRel,unint,unrel,sing,The vase near the vibrant cover,C,D,0,0,0,0,0,0,1,0
3,27,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,C,D,0,0,0,0,0,0,1,0
3,44,23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,C,D,0,0,0,0,0,0,1,0
3,56,6,3,SemRel,integ,rel,plur,The dam for the murky rivers,C,D,0,0,0,0,0,0,1,0
3,64,12,3,SemRel,unint,unrel,plur,The bodyguard near the nervous jewelers,C,D,0,0,0,0,0,0,1,0
3,67,1,3,SemRel,integ,unrel,sing,The envelope for the photo album,C,D,0,0,0,0,0,0,1,0
4,53,20,4,SemRel,unint,rel,plur,The hydrant near the bent hoses,C,D,0,0,0,0,0,0,1,0
4,56,6,4,SemRel,integ,unrel,sing,The dam for the musty factory,C,D,0,0,0,0,0,0,1,0
4,62,11,4,SemRel,integ,rel,sing,The banana for the popular sundae,C,D,0,0,0,0,0,0,1,0
5,48,22,5,SemRel,unint,rel,plur,The trainer near the confident boxers,C,D,0,0,0,0,0,0,1,0
5,50,13,5,SemRel,integ,rel,sing,The bicycle with the warped tire,C,D,0,0,0,0,0,0,1,0
6,51,3,6,SemRel,unint,rel,plur,The hammer by the rusty nails,C,D,0,0,0,0,0,0,1,0
6,61,16,6,SemRel,integ,rel,sing,The eraser for the novelty pencil,C,D,0,0,0,0,0,0,1,0
6,74,8,6,SemRel,integ,unrel,plur,The fortress with the ancient farms,C,D,0,0,0,0,0,0,1,0
6,79,4,6,SemRel,unint,rel,sing,The coach near the disciplined athlete,C,D,0,0,0,0,0,0,1,0
6,82,5,6,SemRel,unint,rel,sing,The tent near the sturdy pole,C,D,0,0,0,0,0,0,1,0
6,90,11,6,SemRel,integ,unrel,sing,The banana for the popular sandwich,C,D,0,0,0,0,0,0,1,0
7,12,23,7,SemRel,unint,unrel,plur,The canoe near the weathered flags,C,D,0,0,0,0,0,0,1,0
7,40,14,7,SemRel,integ,unrel,sing,The caddy for the charismatic celebrity,C,D,0,0,0,0,0,0,1,0
7,58,11,7,SemRel,integ,unrel,plur,The banana for the popular sandwiches,C,D,0,0,0,0,0,0,1,0
7,60,2,7,SemRel,unint,unrel,sing,The cake by the candy figurine,C,D,0,0,0,0,0,0,1,0
7,75,6,7,SemRel,unint,rel,plur,The dam by the murky rivers,C,D,0,0,0,0,0,0,1,0
8,90,16,8,SemRel,integ,unrel,sing,The eraser for the novelty pen,C,D,0,0,0,0,0,0,1,0
10,26,12,2,SemRel,unint,unrel,sing,The bodyguard near the nervous jeweler,C,D,0,0,0,0,0,0,1,0
10,31,3,2,SemRel,integ,rel,plur,The hammer for the rusty nails,C,D,0,0,0,0,0,0,1,0
10,78,10,2,SemRel,unint,unrel,sing,The vase near the vibrant cover,C,D,0,0,0,0,0,0,1,0
11,36,14,3,SemRel,unint,unrel,sing,The caddy near the charismatic celebrity,C,D,0,0,0,0,0,0,1,0
12,64,21,4,SemRel,unint,rel,plur,The guitar near the faulty strings,C,D,0,0,0,0,0,0,1,0
12,78,4,4,SemRel,integ,unrel,sing,The coach for the disruptive teenager,C,D,0,0,0,0,0,0,1,0
14,25,17,6,SemRel,integ,rel,sing,The waitress for the impatient diner,C,D,0,0,0,0,0,0,1,0
15,8,7,7,SemRel,unint,rel,sing,The necklace near the colorful diamond,C,D,0,0,0,0,0,0,1,0
15,55,10,7,SemRel,integ,unrel,plur,The vase with the vibrant covers,C,D,0,0,0,0,0,0,1,0
15,59,19,7,SemRel,integ,rel,sing,The resort with the elongated pool,C,D,0,0,0,0,0,0,1,0
15,76,1,7,SemRel,unint,unrel,sing,The envelope by the photo album,C,D,0,0,0,0,0,0,1,0
15,84,18,7,SemRel,integ,rel,plur,The table for the antique chairs,C,D,0,0,0,0,0,0,1,0
16,23,20,8,SemRel,integ,rel,plur,The hydrant with the bent hoses,C,D,0,0,0,0,0,0,1,0
16,31,7,8,SemRel,unint,rel,plur,The necklace near the colorful diamonds,C,D,0,0,0,0,0,0,1,0
16,40,15,8,SemRel,integ,unrel,plur,The church with the giant driveways,C,D,0,0,0,0,0,0,1,0
16,49,13,8,SemRel,integ,unrel,plur,The bicycle with the warped baskets,C,D,0,0,0,0,0,0,1,0
16,76,4,8,SemRel,unint,unrel,sing,The coach near the disruptive teenager,C,D,0,0,0,0,0,0,1,0
17,79,20,1,SemRel,integ,unrel,sing,The hydrant with the bright reflector,C,D,0,0,0,0,0,0,1,0
17,82,6,1,SemRel,unint,unrel,plur,The dam by the musty factories,C,D,0,0,0,0,0,0,1,0
18,82,4,2,SemRel,integ,rel,sing,The coach for the disciplined athlete,C,D,0,0,0,0,0,0,1,0
19,67,13,3,SemRel,unint,unrel,sing,The bicycle by the warped basket,C,D,0,0,0,0,0,0,1,0
19,80,7,3,SemRel,integ,rel,sing,The necklace with the colorful diamond,C,D,0,0,0,0,0,0,1,0
20,76,1,4,SemRel,integ,unrel,plur,The envelope for the photo albums,C,D,0,0,0,0,0,0,1,0
20,82,7,4,SemRel,integ,rel,plur,The necklace with the colorful diamonds,C,D,0,0,0,0,0,0,1,0
24,84,3,8,SemRel,unint,unrel,plur,The hammer by the rigid pegs,C,D,0,0,0,0,0,0,1,0
24,94,19,8,SemRel,integ,rel,plur,The resort with the elongated pools,C,D,0,0,0,0,0,0,1,0
25,15,8,1,SemRel,unint,unrel,sing,The fortress near the ancient farm,C,D,0,0,0,0,0,0,1,0
25,22,5,1,SemRel,unint,unrel,plur,The tent near the sturdy cushions,C,D,0,0,0,0,0,0,1,0
25,64,12,1,SemRel,unint,rel,plur,The bodyguard near the nervous actresses,C,D,0,0,0,0,0,0,1,0
26,13,17,2,SemRel,unint,rel,sing,The waitress by the impatient diner,C,D,0,0,0,0,0,0,1,0
26,58,24,2,SemRel,integ,unrel,sing,The camera with the special manual,C,D,0,0,0,0,0,0,1,0
26,60,20,2,SemRel,integ,unrel,plur,The hydrant with the bright reflectors,C,D,0,0,0,0,0,0,1,0
26,65,7,2,SemRel,unint,unrel,plur,The necklace near the colorful feathers,C,D,0,0,0,0,0,0,1,0
26,85,10,2,SemRel,unint,unrel,sing,The vase near the vibrant cover,C,D,0,0,0,0,0,0,1,0
27,1,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,C,D,0,0,0,0,0,0,1,0
28,62,24,4,SemRel,unint,rel,sing,The camera by the special lens,C,D,0,0,0,0,0,0,1,0
29,25,20,5,SemRel,unint,unrel,sing,The hydrant near the bright reflector,C,D,0,0,0,0,0,0,1,0
29,85,21,5,SemRel,unint,unrel,sing,The guitar near the faulty pedal,C,D,0,0,0,0,0,0,1,0
30,42,22,6,SemRel,unint,unrel,sing,The trainer near the confident actor,C,D,0,0,0,0,0,0,1,0
30,48,20,6,SemRel,unint,unrel,plur,The hydrant near the bright reflectors,C,D,0,0,0,0,0,0,1,0
30,50,5,6,SemRel,unint,rel,sing,The tent near the sturdy pole,C,D,0,0,0,0,0,0,1,0
30,59,21,6,SemRel,unint,unrel,plur,The guitar near the faulty pedals,C,D,0,0,0,0,0,0,1,0
31,43,4,7,SemRel,unint,rel,plur,The coach near the disciplined athletes,C,D,0,0,0,0,0,0,1,0
31,48,1,7,SemRel,unint,unrel,sing,The envelope by the photo album,C,D,0,0,0,0,0,0,1,0
31,86,11,7,SemRel,integ,unrel,plur,The banana for the popular sandwiches,C,D,0,0,0,0,0,0,1,0
32,6,4,8,SemRel,unint,unrel,sing,The coach near the disruptive teenager,C,D,0,0,0,0,0,0,1,0
35,19,10,3,SemRel,unint,unrel,plur,The vase near the vibrant covers,C,D,0,0,0,0,0,0,1,0
36,42,11,4,SemRel,integ,rel,sing,The banana for the popular sundae,C,D,0,0,0,0,0,0,1,0
36,69,4,4,SemRel,integ,unrel,sing,The coach for the disruptive teenager,C,D,0,0,0,0,0,0,1,0
37,38,18,5,SemRel,unint,unrel,plur,The table by the antique lamps,C,D,0,0,0,0,0,0,1,0
38,43,3,6,SemRel,unint,rel,plur,The hammer by the rusty nails,C,D,0,0,0,0,0,0,1,0
40,3,14,8,SemRel,integ,unrel,plur,The caddy for the charismatic celebrities,C,D,0,0,0,0,0,0,1,0
40,6,23,8,SemRel,integ,rel,sing,The canoe with the weathered oar,C,D,0,0,0,0,0,0,1,0
40,24,22,8,SemRel,integ,rel,sing,The trainer for the confident boxer,C,D,0,0,0,0,0,0,1,0
40,38,3,8,SemRel,unint,unrel,plur,The hammer by the rigid pegs,C,D,0,0,0,0,0,0,1,0
40,58,5,8,SemRel,unint,unrel,sing,The tent near the sturdy cushion,C,D,0,0,0,0,0,0,1,0
41,58,7,1,SemRel,unint,unrel,sing,The necklace near the colorful feather,C,D,0,0,0,0,0,0,1,0
42,36,8,2,SemRel,unint,unrel,plur,The fortress near the ancient farms,C,D,0,0,0,0,0,0,1,0
42,52,15,2,SemRel,unint,rel,plur,The church near the giant crosses,C,D,0,0,0,0,0,0,1,0
43,49,13,3,SemRel,unint,unrel,sing,The bicycle by the warped basket,C,D,0,0,0,0,0,0,1,0
46,15,17,6,SemRel,integ,rel,sing,The waitress for the impatient diner,C,D,0,0,0,0,0,0,1,0
46,42,20,6,SemRel,unint,unrel,plur,The hydrant near the bright reflectors,C,D,0,0,0,0,0,0,1,0
46,66,16,6,SemRel,integ,rel,sing,The eraser for the novelty pencil,C,D,0,0,0,0,0,0,1,0
48,45,11,8,SemRel,unint,rel,sing,The banana near the popular sundae,C,D,0,0,0,0,0,0,1,0
48,50,4,8,SemRel,unint,unrel,sing,The coach near the disruptive teenager,C,D,0,0,0,0,0,0,1,0
49,85,5,1,SemRel,unint,unrel,plur,The tent near the sturdy cushions,C,D,0,0,0,0,0,0,1,0
51,94,19,3,SemRel,unint,rel,sing,The resort near the elongated pool,C,D,0,0,0,0,0,0,1,0
54,31,1,6,SemRel,unint,rel,plur,The envelope by the formal letters,C,D,0,0,0,0,0,0,1,0
55,42,16,7,SemRel,integ,rel,plur,The eraser for the novelty pencils,C,D,0,0,0,0,0,0,1,0
55,70,23,7,SemRel,unint,unrel,plur,The canoe near the weathered flags,C,D,0,0,0,0,0,0,1,0
58,78,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,C,D,0,0,0,0,0,0,1,0
59,10,21,3,SemRel,unint,rel,sing,The guitar near the faulty string,C,D,0,0,0,0,0,0,1,0
60,91,20,4,SemRel,unint,rel,plur,The hydrant near the bent hoses,C,D,0,0,0,0,0,0,1,0
61,68,8,5,SemRel,integ,unrel,sing,The fortress with the ancient farm,C,D,0,0,0,0,0,0,1,0
68,16,23,4,SemRel,unint,rel,sing,The canoe near the weathered oar,C,D,0,0,0,0,0,0,1,0
68,59,7,4,SemRel,integ,rel,plur,The necklace with the colorful diamonds,C,D,0,0,0,0,0,0,1,0
68,76,5,4,SemRel,integ,unrel,sing,The tent with the sturdy cushion,C,D,0,0,0,0,0,0,1,0
69,57,22,5,SemRel,unint,rel,plur,The trainer near the confident boxers,C,D,0,0,0,0,0,0,1,0
69,95,21,5,SemRel,unint,unrel,sing,The guitar near the faulty pedal,C,D,0,0,0,0,0,0,1,0
70,24,20,6,SemRel,unint,unrel,plur,The hydrant near the bright reflectors,C,D,0,0,0,0,0,0,1,0
70,85,5,6,SemRel,unint,rel,sing,The tent near the sturdy pole,C,D,0,0,0,0,0,0,1,0
70,93,6,6,SemRel,unint,rel,sing,The dam by the murky river,C,D,0,0,0,0,0,0,1,0
71,37,11,7,SemRel,integ,unrel,plur,The banana for the popular sandwiches,C,D,0,0,0,0,0,0,1,0
73,34,15,1,SemRel,unint,rel,sing,The church near the giant cross,C,D,0,0,0,0,0,0,1,0
73,53,23,1,SemRel,integ,rel,plur,The canoe with the weathered oars,C,D,0,0,0,0,0,0,1,0
76,65,24,4,SemRel,unint,rel,sing,The camera by the special lens,C,D,0,0,0,0,0,0,1,0
77,56,2,5,SemRel,unint,rel,sing,The cake by the colored candle,C,D,0,0,0,0,0,0,1,0
77,78,3,5,SemRel,unint,rel,sing,The hammer by the rusty nail,C,D,0,0,0,0,0,0,1,0
81,59,13,1,SemRel,unint,rel,sing,The bicycle by the warped tire,C,D,0,0,0,0,0,0,1,0
83,17,14,3,SemRel,unint,unrel,sing,The caddy near the charismatic celebrity,C,D,0,0,0,0,0,0,1,0
83,90,16,3,SemRel,unint,rel,plur,The eraser near the novelty pencils,C,D,0,0,0,0,0,0,1,0
85,65,15,5,SemRel,integ,rel,sing,The church with the giant cross,C,D,0,0,0,0,0,0,1,0
86,44,5,6,SemRel,unint,rel,sing,The tent near the sturdy pole,C,D,0,0,0,0,0,0,1,0
86,50,14,6,SemRel,integ,rel,plur,The caddy for the charismatic golfers,C,D,0,0,0,0,0,0,1,0
86,68,3,6,SemRel,unint,rel,plur,The hammer by the rusty nails,C,D,0,0,0,0,0,0,1,0
86,86,21,6,SemRel,unint,unrel,plur,The guitar near the faulty pedals,C,D,0,0,0,0,0,0,1,0
87,20,1,7,SemRel,unint,unrel,sing,The envelope by the photo album,C,D,0,0,0,0,0,0,1,0
87,72,15,7,SemRel,integ,unrel,sing,The church with the giant driveway,C,D,0,0,0,0,0,0,1,0
88,45,14,8,SemRel,integ,unrel,plur,The caddy for the charismatic celebrities,C,D,0,0,0,0,0,0,1,0
90,21,14,2,SemRel,unint,rel,plur,The caddy near the charismatic golfers,C,D,0,0,0,0,0,0,1,0
90,28,11,2,SemRel,unint,unrel,sing,The banana near the popular sandwich,C,D,0,0,0,0,0,0,1,0
90,69,7,2,SemRel,unint,unrel,plur,The necklace near the colorful feathers,C,D,0,0,0,0,0,0,1,0
90,75,6,2,SemRel,integ,rel,sing,The dam for the murky river,C,D,0,0,0,0,0,0,1,0
90,91,13,2,SemRel,unint,rel,plur,The bicycle by the warped tires,C,D,0,0,0,0,0,0,1,0
94,66,12,6,SemRel,integ,unrel,sing,The bodyguard for the nervous jeweler,C,D,0,0,0,0,0,0,1,0
95,70,15,7,SemRel,integ,unrel,sing,The church with the giant driveway,C,D,0,0,0,0,0,0,1,0
98,31,7,2,SemRel,unint,unrel,plur,The necklace near the colorful feathers,C,D,0,0,0,0,0,0,1,0
103,46,11,7,SemRel,integ,unrel,plur,The banana for the popular sandwiches,C,D,0,0,0,0,0,0,1,0
106,78,16,2,SemRel,unint,rel,sing,The eraser near the novelty pencil,C,D,0,0,0,0,0,0,1,0
107,10,11,3,SemRel,unint,unrel,plur,The banana near the popular sandwiches,C,D,0,0,0,0,0,0,1,0
109,9,1,5,SemRel,unint,rel,sing,The envelope by the formal letter,C,D,0,0,0,0,0,0,1,0
109,12,17,5,SemRel,unint,unrel,plur,The waitress by the impatient seniors,C,D,0,0,0,0,0,0,1,0
109,13,3,5,SemRel,unint,rel,sing,The hammer by the rusty nail,C,D,0,0,0,0,0,0,1,0
109,59,20,5,SemRel,unint,unrel,sing,The hydrant near the bright reflector,C,D,0,0,0,0,0,0,1,0
110,47,12,6,SemRel,integ,unrel,sing,The bodyguard for the nervous jeweler,C,D,0,0,0,0,0,0,1,0
110,91,7,6,SemRel,integ,unrel,plur,The necklace with the colorful feathers,C,D,0,0,0,0,0,0,1,0
113,11,13,1,SemRel,unint,rel,sing,The bicycle by the warped tire,C,D,0,0,0,0,0,0,1,0
115,6,15,3,SemRel,unint,unrel,sing,The church near the giant driveway,C,D,0,0,0,0,0,0,1,0
115,18,19,3,SemRel,unint,rel,sing,The resort near the elongated pool,C,D,0,0,0,0,0,0,1,0
115,42,6,3,SemRel,integ,rel,plur,The dam for the murky rivers,C,D,0,0,0,0,0,0,1,0
115,62,3,3,SemRel,integ,unrel,sing,The hammer for the rigid peg,C,D,0,0,0,0,0,0,1,0
115,86,13,3,SemRel,unint,unrel,sing,The bicycle by the warped basket,C,D,0,0,0,0,0,0,1,0
116,20,3,4,SemRel,integ,unrel,plur,The hammer for the rigid pegs,C,D,0,0,0,0,0,0,1,0
117,5,16,5,SemRel,unint,unrel,plur,The eraser near the novelty pens,C,D,0,0,0,0,0,0,1,0
117,44,5,5,SemRel,integ,unrel,plur,The tent with the sturdy cushions,C,D,0,0,0,0,0,0,1,0
117,46,2,5,SemRel,unint,rel,sing,The cake by the colored candle,C,D,0,0,0,0,0,0,1,0
117,48,21,5,SemRel,unint,unrel,sing,The guitar near the faulty pedal,C,D,0,0,0,0,0,0,1,0
117,76,1,5,SemRel,unint,rel,sing,The envelope by the formal letter,C,D,0,0,0,0,0,0,1,0
117,80,13,5,SemRel,integ,rel,sing,The bicycle with the warped tire,C,D,0,0,0,0,0,0,1,0
118,5,18,6,SemRel,integ,rel,sing,The table for the antique chair,C,D,0,0,0,0,0,0,1,0
118,66,23,6,SemRel,unint,unrel,sing,The canoe near the weathered flag,C,D,0,0,0,0,0,0,1,0
119,46,15,7,SemRel,integ,unrel,sing,The church with the giant driveway,C,D,0,0,0,0,0,0,1,0
119,77,20,7,SemRel,integ,rel,sing,The hydrant with the bent hose,C,D,0,0,0,0,0,0,1,0
122,2,2,2,SemRel,integ,rel,plur,The cake with the colored candles,C,D,0,0,0,0,0,0,1,0
122,27,10,2,SemRel,unint,unrel,sing,The vase near the vibrant cover,C,D,0,0,0,0,0,0,1,0
124,5,22,4,SemRel,unint,rel,sing,The trainer near the confident boxer,C,D,0,0,0,0,0,0,1,0
124,35,3,4,SemRel,integ,unrel,plur,The hammer for the rigid pegs,C,D,0,0,0,0,0,0,1,0
124,42,7,4,SemRel,integ,rel,plur,The necklace with the colorful diamonds,C,D,0,0,0,0,0,0,1,0
124,57,23,4,SemRel,unint,rel,sing,The canoe near the weathered oar,C,D,0,0,0,0,0,0,1,0
124,61,12,4,SemRel,integ,rel,sing,The bodyguard for the nervous actress,C,D,0,0,0,0,0,0,1,0
125,14,23,5,SemRel,unint,rel,plur,The canoe near the weathered oars,C,D,0,0,0,0,0,0,1,0
125,19,17,5,SemRel,unint,unrel,plur,The waitress by the impatient seniors,C,D,0,0,0,0,0,0,1,0
125,58,11,5,SemRel,integ,rel,plur,The banana for the popular sundaes,C,D,0,0,0,0,0,0,1,0
126,78,23,6,SemRel,unint,unrel,sing,The canoe near the weathered flag,C,D,0,0,0,0,0,0,1,0
128,42,22,8,SemRel,integ,rel,sing,The trainer for the confident boxer,C,D,0,0,0,0,0,0,1,0
128,58,9,8,SemRel,unint,rel,plur,The butler near the selfish millionaires,C,D,0,0,0,0,0,0,1,0
129,24,13,1,SemRel,unint,rel,sing,The bicycle by the warped tire,C,D,0,0,0,0,0,0,1,0
129,27,7,1,SemRel,unint,unrel,sing,The necklace near the colorful feather,C,D,0,0,0,0,0,0,1,0
129,67,4,1,SemRel,unint,unrel,plur,The coach near the disruptive teenagers,C,D,0,0,0,0,0,0,1,0
130,39,23,2,SemRel,integ,unrel,sing,The canoe with the weathered flag,C,D,0,0,0,0,0,0,1,0
136,60,17,8,SemRel,integ,unrel,sing,The waitress for the impatient senior,C,D,0,0,0,0,0,0,1,0
136,92,8,8,SemRel,unint,rel,plur,The fortress near the ancient walls,C,D,0,0,0,0,0,0,1,0
136,94,14,8,SemRel,integ,unrel,plur,The caddy for the charismatic celebrities,C,D,0,0,0,0,0,0,1,0
137,73,6,1,SemRel,unint,unrel,plur,The dam by the musty factories,C,D,0,0,0,0,0,0,1,0
137,77,4,1,SemRel,unint,unrel,plur,The coach near the disruptive teenagers,C,D,0,0,0,0,0,0,1,0
138,33,9,2,SemRel,unint,unrel,plur,The butler near the spoiled kids,C,D,0,0,0,0,0,0,1,0
138,90,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,C,D,0,0,0,0,0,0,1,0
139,1,18,3,SemRel,unint,rel,plur,The table by the antique chairs,C,D,0,0,0,0,0,0,1,0
139,85,4,3,SemRel,integ,rel,plur,The coach for the disciplined athletes,C,D,0,0,0,0,0,0,1,0
144,4,4,4,SemRel,integ,unrel,sing,The coach for the disruptive teenager,C,D,0,0,0,0,0,0,1,0
146,11,6,2,SemRel,integ,rel,sing,The dam for the murky river,C,D,0,0,0,0,0,0,1,0
146,65,12,2,SemRel,unint,unrel,sing,The bodyguard near the nervous jeweler,C,D,0,0,0,0,0,0,1,0
146,68,13,2,SemRel,unint,rel,plur,The bicycle by the warped tires,C,D,0,0,0,0,0,0,1,0
